2025-02-23 18:08:04 - addr(ip='192.168.1.36', port=54583) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:04 - addr(ip='192.168.1.36', port=54582) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:08 - addr(ip='192.168.1.36', port=54589) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:08 - addr(ip='192.168.1.36', port=54585) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:08 - addr(ip='192.168.1.36', port=54588) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:08 - addr(ip='192.168.1.36', port=54587) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:08 - addr(ip='192.168.1.36', port=54590) -> addr(ip='35.201.124.40', port=443) - ESTABLISHED
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=54588) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=54589) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=54585) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=54587) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=61788) -> addr(ip='104.16.56.21', port=443) - CLOSE_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=61789) -> addr(ip='172.64.147.231', port=443) - CLOSE_WAIT
2025-02-23 18:08:09 - addr(ip='192.168.1.36', port=54590) -> addr(ip='35.201.124.40', port=443) - ESTABLISHED
2025-02-23 18:08:13 - addr(ip='192.168.1.36', port=61789) -> addr(ip='172.64.147.231', port=443) - CLOSE_WAIT
2025-02-23 18:08:13 - addr(ip='192.168.1.36', port=61788) -> addr(ip='104.16.56.21', port=443) - CLOSE_WAIT
2025-02-23 18:08:19 - addr(ip='192.168.1.36', port=54594) -> addr(ip='104.18.41.168', port=8443) - TIME_WAIT
2025-02-23 18:08:23 - addr(ip='192.168.1.36', port=54595) -> addr(ip='104.208.16.88', port=443) - ESTABLISHED
2025-02-23 18:08:23 - addr(ip='192.168.1.36', port=54594) -> addr(ip='104.18.41.168', port=8443) - TIME_WAIT
2025-02-23 18:08:28 - addr(ip='192.168.1.36', port=58958) -> addr(ip='104.18.32.47', port=443) - TIME_WAIT
2025-02-23 18:08:28 - addr(ip='192.168.1.36', port=54596) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
2025-02-23 18:08:28 - addr(ip='192.168.1.36', port=54590) -> addr(ip='35.201.124.40', port=443) - TIME_WAIT
2025-02-23 18:08:28 - addr(ip='192.168.1.36', port=54544) -> addr(ip='108.158.245.97', port=443) - TIME_WAIT
2025-02-23 18:08:28 - addr(ip='192.168.1.36', port=58963) -> addr(ip='104.18.32.47', port=443) - TIME_WAIT
2025-02-23 18:08:29 - addr(ip='192.168.1.36', port=58963) -> addr(ip='104.18.32.47', port=443) - TIME_WAIT
2025-02-23 18:08:29 - addr(ip='192.168.1.36', port=54598) -> addr(ip='103.207.170.2', port=53) - TIME_WAIT
